epoch,seconds,train_loss,train_cls_loss,train_reg_loss,train_aux_loss,selection_score,clean_accuracy,clean_macro_f1,clean_mae,clean_pearson,missing30_mean_macro_f1,missing30_mean_mae
1,12.728924989700317,1.4409297281336562,0.9631389780579326,0.40745818148428037,1.2652016120536305,0.43281908860069285,0.5796703296703297,0.4938078403839368,0.6615298986434937,0.6159634008120475,0.5017192690308581,0.6568427511623928
2,24.706425189971924,1.2270406005538512,0.8466618200328863,0.29490894803376955,1.2037634771560954,0.545794314833276,0.6153846153846154,0.5936752976112906,0.5845099687576294,0.6410603752109132,0.6021703466622562,0.5821971723011562
3,36.63671326637268,1.1422836574438577,0.7907265792383211,0.26343476201329274,1.1734105192612265,0.5367300887221376,0.6304945054945055,0.582653594132229,0.5748481154441833,0.6676580707248817,0.590784580764649,0.5743687493460519
4,48.46718382835388,1.069232670503242,0.7450485396608014,0.23228409475533762,1.152973727645161,0.5294010309453343,0.6016483516483516,0.5994601981025952,0.5907552242279053,0.6389780295853618,0.5852986961599955,0.5947024737085614
5,60.24941945075989,0.9898085048265546,0.6822158089865034,0.2149176745214195,1.1304879678744022,0.5487917782382421,0.614010989010989,0.5973727297404388,0.593487560749054,0.6429802218507933,0.6069263117848526,0.5922015479632786
6,71.98937034606934,0.9166753442487984,0.6261334689421074,0.19754475000027183,1.1042172769519771,0.5284157505597356,0.5989010989010989,0.5793970455254788,0.5909819006919861,0.6381532734553816,0.5861495121510693,0.5896685293742588
7,83.88735866546631,0.8399970158238277,0.5711583032786289,0.1740430168737875,1.080035829655478,0.5225544147410106,0.5975274725274725,0.5757042674178554,0.6045702695846558,0.6367842246713205,0.5827381966325201,0.6057056444031852
8,95.68342089653015,0.7784150791502444,0.5199744429822281,0.16427531619077532,1.058503179349632,0.5024386885528473,0.5961538461538461,0.571473176104473,0.6355023384094238,0.6238203821288948,0.5667923651454017,0.6391257303101676
9,107.56674218177795,0.7169225895516226,0.4660876577145585,0.15809038511224996,1.03635520411429,0.5126575088138904,0.5989010989010989,0.5755046955743425,0.6223088502883911,0.6211816171524499,0.5758112704697178,0.624601023537772
10,119.45873403549194,0.6612465565449723,0.42681483687641464,0.1405314545138417,1.016721280378716,0.5156776860611467,0.592032967032967,0.567724374262844,0.5928870439529419,0.6362723080414706,0.5747957963091633,0.5965037090437753
11,131.3712956905365,0.6264160609690943,0.3977983304273302,0.1359549878147718,0.99878114907541,0.5023093873224924,0.5769230769230769,0.5562481962481962,0.6048157215118408,0.62353583368158,0.5639109209806389,0.6073354993547712
12,143.15065598487854,0.5738342844437216,0.3541011352126843,0.12793222445750904,0.9782280832807594,0.48965350388750806,0.5824175824175825,0.5587543759237422,0.6168231964111328,0.620298371401905,0.5522803316819931,0.6249195507594517
