sample_id,true_polarity,predicted_polarity,true_intensity,predicted_intensity,prob_negative,prob_neutral,prob_positive
-AUZQgSxyPQ$_$2,Positive,Positive,0.6666666865348816,1.4003020448774117,0.023089977689063602,0.10814179973456768,0.8687682225763688
-HeZS2-Prhc$_$2,Positive,Negative,0.6666666865348816,-0.005207980934189404,0.44018820468323283,0.2896195081808521,0.2701922871359151
-MeTTeMJBNc$_$0,Positive,Positive,0.3333333432674408,0.33045113447375096,0.06753977771017323,0.43667987128481556,0.4957803510050112
-RfYyzHpjk4$_$2,Positive,Neutral,0.3333333432674408,0.0,0.34913148825060014,0.3846180763778994,0.26625043537150034
-s9qJ7ATP7w$_$2,Positive,Positive,1.3333333730697632,1.0336799895584434,0.04282348276745441,0.16989669445916647,0.7872798227733792
-s9qJ7ATP7w$_$5,Negative,Negative,-2.0,-1.0390361839735616,0.8074383374200137,0.13293391636840104,0.059627746211585245
-s9qJ7ATP7w$_$6,Neutral,Negative,0.0,-0.9851334418708795,0.7684466557153052,0.1748458029354884,0.05670754134920625
-yRb-Jum7EQ$_$1,Neutral,Negative,0.0,-0.2911449013391991,0.5053099643553023,0.3199153780862313,0.1747746575584664
0K7dCp80n9c$_$6,Neutral,Negative,0.0,-0.558160290359267,0.6033809887222117,0.3053504695708242,0.09126854170696416
0YiAKqU36KE$_$1,Positive,Negative,1.3333333730697632,-0.3047958048687399,0.5382652194126284,0.2545090975672894,0.2072256830200822
0YiAKqU36KE$_$0,Negative,Negative,-1.0,-0.9053519472598754,0.7879021133348133,0.14540581954777107,0.06669206711741567
0bxhZ-LIfZY$_$4,Negative,Positive,-0.3333333432674408,0.2790205839920462,0.2610271385828447,0.2404262869164906,0.4985465745006646
100178$_$15,Neutral,Neutral,0.0,0.0,0.2976043176431471,0.5706830600872693,0.13171262226958366
10219$_$10,Positive,Neutral,2.0,0.0,0.27750683508701157,0.4181621093816215,0.30433105553136697
10219$_$1,Neutral,Neutral,0.0,0.0,0.0735628573374998,0.6217093647392421,0.30472777792325817
10219$_$5,Positive,Positive,1.6666666269302368,1.5962595441891565,0.021985150375501066,0.08903010608083924,0.8889847435436596
102213$_$2,Positive,Positive,1.3333333730697632,1.3937423709305006,0.07505467650636112,0.11868694248155094,0.8062583810120879
102213$_$5,Negative,Negative,-1.0,-0.8770652473235512,0.754743148292805,0.17346492755340986,0.07179192415378505
102213$_$7,Negative,Negative,-1.0,-0.307682613630182,0.5169008891845851,0.32661676203047685,0.15648234878493816
102389$_$5,Negative,Negative,-1.6666666269302368,-0.5606380893322452,0.5855584832497424,0.2860101371840935,0.12843137956616424
104741$_$0,Neutral,Neutral,0.0,0.0,0.06300594845212615,0.4836927445686059,0.45330130697926807
104741$_$5,Neutral,Neutral,0.0,0.0,0.22396522438898037,0.4146225950301858,0.36141218058083396
107585$_$12,Negative,Negative,-2.0,-1.4913978901855587,0.8722461189468154,0.08131534516331158,0.046438535889873046
107585$_$18,Negative,Negative,-2.0,-1.479869969869612,0.8750538112997824,0.0828289658193891,0.04211722288082842
107585$_$1,Negative,Positive,-0.6666666865348816,1.5621065810925847,0.05728403352905649,0.09360202014050481,0.8491139463304387
108146$_$3,Negative,Negative,-1.6666666269302368,-0.5126810449608359,0.5875585117469058,0.24338337924999495,0.16905810900309928
110565$_$1,Negative,Positive,-1.0,1.6031306510218954,0.042008601765435735,0.09803030238231318,0.8599610958522511
110565$_$5,Positive,Positive,1.0,1.4156742140819303,0.04100543884092624,0.12193215329934318,0.8370624078597305
111881$_$11,Negative,Negative,-1.0,-0.29933284628330725,0.4713295792257213,0.3775977430175197,0.15107267775675912
111881$_$10,Negative,Positive,-2.0,0.47052736191214506,0.28232355690962474,0.21874694677021161,0.4989294963201636
111881$_$15,Negative,Negative,-2.0,-0.37863854532576985,0.5991312535768061,0.24904715216424744,0.15182159425894656
111881$_$4,Negative,Negative,-1.3333333730697632,-0.022062691349689773,0.40808370965689,0.24884538080547242,0.3430709095376376
111881$_$7,Negative,Negative,-2.0,-0.7541888595706393,0.7106879288649347,0.19028332344233034,0.099028747692735
111881$_$6,Positive,Positive,0.3333333432674408,0.4573635111465957,0.06241446685441442,0.4144037323977703,0.5231818007478154
112425$_$10,Positive,Positive,2.3333332538604736,0.723575885691294,0.05225379535681601,0.27195377960392103,0.6757924250392628
112425$_$1,Positive,Neutral,0.6666666865348816,0.0,0.051864765840924726,0.5011615626540872,0.44697367150498807
112425$_$7,Positive,Positive,1.3333333730697632,1.7077987916753365,0.03373172925150759,0.07922084520613938,0.887047425542353
112509$_$4,Negative,Negative,-2.0,-1.1245136688201425,0.8053612021927207,0.14746635432927557,0.04717244347800378
116213$_$3,Negative,Neutral,-0.6666666865348816,0.0,0.09610938139492309,0.5956085288581312,0.30828208974694565
121400$_$0,Neutral,Neutral,0.0,0.0,0.06721183483882534,0.4772096594918428,0.4555785056693318
126872$_$11,Negative,Neutral,-2.0,0.0,0.3048322582026431,0.550287268487999,0.14488047330935788
130366$_$11,Negative,Negative,-1.3333333730697632,-1.3767786903758927,0.8484297723050025,0.09822823778569868,0.05334198990929887
130366$_$2,Positive,Negative,0.3333333432674408,-0.527641406560465,0.48151330934555797,0.3839228778312269,0.13456381282321522
130366$_$4,Negative,Negative,-0.3333333432674408,-0.4206331362874848,0.5619565731568841,0.2845374384065099,0.15350598843660612
132028$_$7,Positive,Positive,0.3333333432674408,1.032377810297675,0.13650428156808714,0.13900768699558416,0.7244880314363287
135623$_$5,Negative,Negative,-2.3333332538604736,-0.9596320679415015,0.7939249085988744,0.11969509749357828,0.08637999390754719
135623$_$8,Negative,Positive,-1.3333333730697632,0.8351848817008084,0.12011593887402981,0.2047989364932471,0.6750851246327231
136196$_$0,Positive,Neutral,0.3333333432674408,0.0,0.05537225518565734,0.6481941409908675,0.29643360382347517
136196$_$9,Negative,Negative,-2.0,-1.539276465277118,0.8652385271087626,0.08799980568754504,0.04676166720369239
136196$_$8,Negative,Negative,-1.6666666269302368,-1.490264105920014,0.8725420599690541,0.08710395503064056,0.040353985000305403
167521$_$17,Positive,Negative,1.3333333730697632,-0.3445036241547063,0.5404220506734402,0.19265739995162864,0.2669205493749313
167521$_$16,Positive,Positive,2.0,1.6920132412950488,0.02763337282101084,0.0758174641734815,0.8965491630055078
167521$_$5,Positive,Neutral,0.3333333432674408,0.0,0.3389878773815907,0.34964630775218725,0.31136581486622206
190743$_$13,Negative,Positive,-2.0,0.6008334134611691,0.23422163356330108,0.161277376398941,0.604500990037758
190743$_$17,Negative,Negative,-2.0,-0.7285722215858788,0.6641714656046346,0.2434797631432031,0.09234877125216229
190743$_$5,Negative,Negative,-2.0,-1.6264098238861262,0.8781549950953369,0.0840958247160359,0.0377491801886273
194299$_$14,Neutral,Positive,0.0,0.48232420107012897,0.04404563371999138,0.37090574903476325,0.5850486172452454
194299$_$4,Negative,Negative,-1.0,-0.8267959050990319,0.714564485132609,0.17076207118045514,0.1146734436869359
194299$_$9,Neutral,Positive,0.0,0.48441022114430793,0.07342004331851015,0.3423371785560559,0.5842427781254339
198112$_$12,Positive,Positive,2.0,1.488046764968854,0.06276774763206079,0.09691610464632913,0.8403161477216101
198112$_$0,Positive,Neutral,0.3333333432674408,0.0,0.05459493802206483,0.5118633601914973,0.43354170178643797
198112$_$5,Positive,Positive,1.0,0.710528110626812,0.1398093557396486,0.20985345228490487,0.6503371919754466
198112$_$9,Positive,Negative,2.3333332538604736,-0.27766426441689934,0.5274139395401618,0.20160267854002611,0.270983381919812
198112$_$8,Positive,Positive,2.0,0.46284874106441554,0.14314644192824946,0.3829129502256957,0.4739406078460548
1HS2HcN2LDo$_$1,Positive,Positive,0.3333333432674408,0.7443357137521209,0.05175244985232884,0.2862971288507851,0.6619504212968861
1HS2HcN2LDo$_$9,Positive,Positive,1.3333333730697632,0.5815028577128025,0.06640449512856218,0.36891245309797865,0.5646830517734592
1S6ji_d4OLI$_$9,Positive,Positive,0.6666666865348816,0.41476813433197446,0.06396748541881218,0.3984789004916528,0.537553614089535
1jogeKX0wGw$_$4,Positive,Positive,1.0,1.0180250035164486,0.02569749546402396,0.16543854411807474,0.8088639604179012
1pl2FVdQWj0$_$2,Positive,Positive,0.6666666865348816,0.7325519138381785,0.06348857918697108,0.2596110234503106,0.6769003973627182
200941$_$10,Negative,Negative,-1.0,-1.485871243592542,0.8759257784088399,0.0811432788251867,0.042930942765973444
202826$_$10,Negative,Positive,-1.6666666269302368,0.10807571056320428,0.27779041214033556,0.3383920371628076,0.38381755069685675
202826$_$7,Positive,Positive,1.0,1.4131891467885696,0.05900021892076249,0.10495340223281661,0.836046378846421
206585$_$3,Neutral,Positive,0.0,0.5564333547785414,0.054886610698278264,0.3288398150576304,0.6162735742440913
208322$_$12,Negative,Positive,-2.3333332538604736,1.1740842596260364,0.0770989672458659,0.14570661016398287,0.7771944225901511
208592$_$2,Neutral,Neutral,0.0,0.0,0.06996312964623468,0.6332747546661871,0.2967621156875783
208592$_$9,Negative,Negative,-2.6666667461395264,-1.192229448246323,0.8140854354131489,0.1344289079802855,0.05148565660656556
209758$_$15,Positive,Positive,1.3333333730697632,1.1167528643430038,0.04903892259713859,0.1556305568816876,0.7953305205211738
209758$_$3,Neutral,Neutral,0.0,0.0,0.06528541103171011,0.49533552910227396,0.4393790598660158
209758$_$5,Neutral,Positive,0.0,0.3125159593988154,0.06293961733387739,0.44082241433147773,0.49623796833464495
20LfN8ENbhM$_$1,Positive,Positive,2.0,1.4859035791497301,0.021443198515511262,0.08887153047872165,0.8896852710057671
210259$_$11,Negative,Negative,-3.0,-1.5632034416902947,0.876853292029124,0.08362918847989095,0.03951751949098511
210259$_$16,Negative,Negative,-2.3333332538604736,-1.6050690116225699,0.8760124455858079,0.08865972713824968,0.03532782727594243
210259$_$0,Neutral,Positive,0.0,0.43796814832694453,0.04180113287294201,0.37311436525005315,0.5850845018770048
210259$_$8,Negative,Negative,-2.3333332538604736,-1.5557303349262128,0.880112241570547,0.08426688937970143,0.03562086904975171
210433$_$0,Neutral,Neutral,0.0,0.0,0.09446834997908383,0.6090572729358383,0.2964743770850778
210433$_$7,Negative,Negative,-2.0,-1.1646951319353025,0.827630111603826,0.11725046510251765,0.0551194232936562
211875$_$4,Negative,Positive,-1.6666666269302368,0.6686279294752614,0.05669427293047529,0.29902532670766074,0.6442804003618641
211875$_$8,Negative,Negative,-1.3333333730697632,-0.45749154424702454,0.5242657322918511,0.31955239292728627,0.15618187478086265
213327$_$6,Negative,Negative,-2.3333332538604736,-0.1861288642492235,0.42256992651917613,0.24624515343130365,0.33118492004952016
213327$_$8,Negative,Negative,-2.0,-0.334853130544937,0.4962499253348074,0.3060062322036421,0.19774384246155063
215318$_$12,Neutral,Neutral,0.0,0.0,0.37372658340400167,0.44890855384017997,0.17736486275581836
221137$_$2,Neutral,Neutral,0.0,0.0,0.11988491348162472,0.5243124303723737,0.35580265614600154
221137$_$5,Negative,Negative,-2.0,-1.3857992283822325,0.8596481640617284,0.09194127241391918,0.048410563524352454
221153$_$14,Negative,Negative,-1.6666666269302368,-0.9271096918963795,0.7503694403992496,0.18811560596460444,0.06151495363614595
221153$_$16,Negative,Neutral,-0.6666666865348816,0.0,0.256393743385798,0.5718257996989492,0.17178045691525298
221153$_$6,Neutral,Neutral,0.0,0.0,0.43724783444767756,0.4407899537710138,0.1219622117813085
221153$_$20,Positive,Neutral,0.3333333432674408,0.0,0.14219051237085498,0.6484804724697971,0.20932901515934793
22373$_$10,Negative,Negative,-2.6666667461395264,-1.306640634575226,0.8356496279503992,0.09824533793333731,0.06610503411626341
22373$_$1,Neutral,Neutral,0.0,0.0,0.10595478956052465,0.6797475950791227,0.21429761536035266
22373$_$2,Negative,Negative,-2.3333332538604736,-0.5480038004446769,0.6135781254356591,0.23422209799546742,0.15219977656887337
22373$_$7,Neutral,Negative,0.0,-0.42556824336853066,0.5164292751816202,0.31274273961663673,0.17082798520174297
224263$_$13,Positive,Positive,0.6666666865348816,1.7615014594513818,0.022685472858925,0.07307546776412133,0.9042390593769537
224263$_$14,Negative,Negative,-2.3333332538604736,-1.298439644329185,0.8462004732234338,0.11019664971000573,0.04360287706656044
224263$_$3,Negative,Negative,-2.3333332538604736,-1.5951075040984306,0.8756294396666583,0.08410064868748546,0.040269911645856346
